date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:32	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=60d0df267470995500edf7e3	C:/Meus%20Sites/portfolio/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c83cc2.js	(from https://portfoliovieira.webflow.io/)
16:17:32	550523/550523	---M-Z	200	added ('OK')	text/javascript	etag:%224694017730d925074bf52b80be282da3%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/js/webflow.aee5649eb.js	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/js/webflow.aee5649eb.js	(from https://portfoliovieira.webflow.io/)
16:17:32	121201/121201	---M--	200	added ('OK')	image/jpeg	etag:%2255b13c4e6b25fc68d5253b92cc9a4ecf%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099382bedf807_body-bg.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099382bedf807_body-bg.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:32	13947/13947	---M--	200	added ('OK')	image/png	etag:%2221e87b9f7c7ec6b8f78d54ad1da54dc7%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709907beedf803_shape-1.png	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709907beedf803_shape-1.png	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:33	10090/10090	---M--	200	added ('OK')	image/png	etag:%2251f1fa0f7fe244cd338e606c00bf4226%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099088bedf810_semi-cirlce.png	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099088bedf810_semi-cirlce.png	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:33	4274/4274	---M--	200	added ('OK')	image/png	etag:%220a36462128f7304e113255ca02a6146e%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709953b5edf805_shape-3.png	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709953b5edf805_shape-3.png	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:33	259014/259014	---M--	200	added ('OK')	image/jpeg	etag:%220947af5de453029623f2eab4d75e2f98%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709907f6edf81e_bg-2.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709907f6edf81e_bg-2.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	111953/111953	---M--	200	added ('OK')	image/jpeg	etag:%22bae12594fa8410d9444c1acfa833e085%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470990d16edf851_Niika_bg_img_2.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470990d16edf851_Niika_bg_img_2.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	200357/200357	---M--	200	added ('OK')	image/jpeg	etag:%22847dfaf4d606ed063cab43ac53acfb65%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470993c71edf812_bc1.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470993c71edf812_bc1.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	113622/113622	---M--	200	added ('OK')	image/jpeg	etag:%2253560ce243df333913010cbe4990e210%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099380cedf84f_Niika_bg_img.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099380cedf84f_Niika_bg_img.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	228683/228683	---M--	200	added ('OK')	image/jpeg	etag:%22672aeadb87477fc3850ee83f312c47cf%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470997282edf850_Cards_mockup.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470997282edf850_Cards_mockup.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	163043/163043	---M--	200	added ('OK')	image/jpeg	etag:%221912260205cf8f20cf8bda3a9498732a%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470995872edf856_stationary-mock.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470995872edf856_stationary-mock.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:34	181234/181234	---M--	200	added ('OK')	image/jpeg	etag:%2284858362c6713cd5c785773dd1fd614e%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470994756edf855_Web-mock.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470994756edf855_Web-mock.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:36	195714/195714	---M--	200	added ('OK')	image/jpeg	etag:%2271435ffa43aebbcdf2dd4c16920bfb89%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099be86edf845_cards-2.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099be86edf845_cards-2.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:36	212128/212128	---M--	200	added ('OK')	image/jpeg	etag:%22550c5ea3384ee9f998065f2c618ddd66%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099d4f4edf848_stationary-2.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099d4f4edf848_stationary-2.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:36	272170/272170	---M--	200	added ('OK')	image/jpeg	etag:%22fd60eae980d08a4ffb9e99b45bc34893%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470995bc3edf844_house-2.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470995bc3edf844_house-2.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:37	185002/185002	---M--	200	added ('OK')	image/jpeg	etag:%2237084e074f4ccf9be0c17bce92da1ee5%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470998237edf846_cards-3.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df277470998237edf846_cards-3.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:38	356862/356862	---M--	200	added ('OK')	image/jpeg	etag:%22e32a4f6859a26b2bd874862885c27572%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709978c8edf847_stationary-3.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709978c8edf847_stationary-3.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:38	271395/271395	---M--	200	added ('OK')	image/jpeg	etag:%227490804e946a85571b5a6934fa2dc3f1%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709904f4edf843_house-3.jpg	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709904f4edf843_house-3.jpg	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:38	579/579	---M--	200	added ('OK')	image/png	etag:%224df0810099f8d7bda75b81edb0c4be75%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709973bbedf857_dot-line.png	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df2774709973bbedf857_dot-line.png	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
16:17:38	187/187	---M--	200	added ('OK')	image/png	etag:%2251b33af2d6fb0a3935e748c8d9ef04af%22	https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099ef95edf858_line.png	C:/Meus%20Sites/portfolio/uploads-ssl.webflow.com/60d0df267470995500edf7e3/60d0df27747099ef95edf858_line.png	(from https://uploads-ssl.webflow.com/60d0df267470995500edf7e3/css/portfoliovieira.webflow.1b665145b.css)
